fornecedor_nome;fornecedor_cnpj;cliente_nome;cliente_cnpj;total_valor_pedido;total_pedidos_qtd
TORRENT DO BRASIL LTDA;33078528000132;DROGARIA CRISTHUS;11.770.310/0001-01;1010.60;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;SUPERFARMA;10.477.798/0001-10;6547.31;1
NEOQUIMICA;02932074004260;FARMACIA PROGRESSO;17.383.940/0001-00;7441.00;1
TORRENT DO BRASIL LTDA;33078528000132;SOARES DROGARIA & PE;12.088.423/0001-94;1230.04;1
NEOQUIMICA;02932074004260;FARMACIA ESTILO;03.884.139/0001-33;3664.61;1
EMS S/A;57507378000365;FARMACIA NOVA FARMA;46.202.601/0001-88;1005.61;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;HIPER POPULAR;46.522.105/0001-01;1013.76;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;M. MICHELLE SARAIVA MOREIRA ME;19.759.011/0002-69;1687.84;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA GENTIL;06.039.028/0008-95;4700.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;DROGARIA RENDE MAIS ;41.388.399/0001-07;3706.97;1
EMS S/A;57507378000365;FARMACIA DO MIGUEL;07.987.257/0001-28;1001.30;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA NOVA VIDA;19.147.250/0001-87;1645.00;1
WELLA BRASIL LTDA;37374821000360;J I ARAUJO MEDICAMENTOS;05.965.043/0001-25;1000.00;1
NEOQUIMICA;02932074004260;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;07.159.873/0001-90;31887.94;2
WELLA BRASIL LTDA;37374821000360;COMERCIAL DE MEDICAMENTOS NOGUEIRA LTDA;41.399.468/0001-88;1000.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA SAO MATEUS;03.698.550/0001-14;1195.79;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FCIA DO TRABALHOR DE;19.021.072/0001-43;1151.06;1
NEOQUIMICA;02932074004260;FARMACIA MEDICAMENTOS REGIS;11.582.612/0001-56;1011.75;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA PREMIUM;28.280.156/0002-73;1413.98;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA SAO MIGUEL;15.601.070/0001-72;3098.70;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA DO TRABALHADOR DO POVO;45.804.901/0001-74;1002.45;1
EMS S/A;57507378000365;DROGARIA A FAVORITA;17.291.284/0003-87;1742.22;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA NOGUEIRA;52.830.309/0002-93;1245.96;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;CONCEITO FARMA;52.407.334/0001-88;3147.78;1
NEOQUIMICA;02932074004260;FARM NOSSA SRA APARECIDA;14.522.507/0001-10;1794.00;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA FARMA FORTE;52.545.850/0001-79;10689.50;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;DROGARIA SAO FRANCISCO;07.130.347/0001-06;1533.64;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA NOSSA SENHORA DE FATIMA;00.148.357/0001-11;5038.32;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;HIPER POPULAR ARARI LTDA;45.161.463/0001-73;1015.74;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA DO TRABALHADOR;27.520.863/0004-99;754.15;1
ACCUMED PROD MED HOSP LTDA;06105362000123;VAREJAO DOS COMPRIMIDOS (FILIAL 1);03.176.330/0001-20;6000.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;TOTAL PLUS;07.641.734/0001-07;208439.35;15
GEOLAB IND FARMACEUTICA S/A;03485572000104;DROGARIA A FAVORITA;17.291.284/0003-87;9891.55;1
NEOQUIMICA;02932074004260;FARMACIA DO TRABALHADOR POPULAR LTDA;00.137.640/0001-48;3635.94;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA VITORIA;06.242.161/0001-78;3500.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA FARMA FORTE;52.545.850/0001-79;3004.80;1
EMS S/A;57507378000365;FARMACIA PRO-VIDA;09.621.926/0001-79;460.00;1
NEOQUIMICA;02932074004260;FARMACIA SANTA CLARA;42.102.407/0001-70;743.68;1
NEOQUIMICA;02932074004260;FARMACIA NOGUEIRA;41.697.044/0001-08;358.80;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;DROGA CENTER;08.713.749/0001-98;3026.50;2
NEOQUIMICA;02932074004260;FARMACIA DIARIAMENTE;05.240.070/0017-06;120000.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;DROGA JADE.;12.256.301/0001-60;10051.00;1
SOFTYS BRASIL LTDA;44145845001112;DROGARIAS FARBEM;42.193.343/0001-60;5082.86;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;SUPERFARM POPULAR;26.012.717/0001-47;1474.50;1
NATULAB LABORATORIO LTDA;02456955000183;DROGARIAS ULTRA POPULAR ;35.812.253/0001-44;3565.31;1
WELLA BRASIL LTDA;37374821000360;SUPERMECARDO MORANGUINHO;11.659.770/0001-67;3000.00;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA POPULAR CENTRAL 2;50.271.577/0001-06;1615.26;1
ACCUMED PROD MED HOSP LTDA;06105362000123;BARBARA ANANDA COSTA CAMPOS AVELINO;41.176.485/0001-56;2049.00;1
EMS S/A;57507378000365;NOSSA FARMACIA;06.886.605/0001-08;531.51;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;COMERCIAL DE MEDICAMENTOS SOLONOPOLE LTDA;28.843.195/0001-50;6568.50;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA NATURALLE;21.731.183/0003-57;130000.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA NOGUEIRA;41.697.044/0001-08;310.00;1
WELLA BRASIL LTDA;37374821000360;SUPERMERCADO MORANGUINHO LTDA;11.659.770/0007-52;11000.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FCIA POPULAR;12.365.566/0001-04;1774.80;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;A E B COMERCIO DE PRODUTOS FA;19.664.293/0001-30;6364.08;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA LIMA & CARNEIRO LTDA ME;25.084.414/0001-77;1008.76;1
NEOQUIMICA;02932074004260;MARIA DAS GRACAS M OLIVEIRA ME;20.993.983/0001-11;1468.55;1
GERMED FARMACEUTICA LTDA;45992062000165;A C F MORORÓ;10.636.533/0001-18;1018.45;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;SUPER PHARMA;37.909.305/0001-20;713.70;1
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGAFARMA;41.305.640/0001-97;3924.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;CEFARMA;35.219.796/0002-33;1839.66;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA FARMAVIDA;10.981.849/0001-47;1111.96;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA PRO-VIDA;09.621.926/0001-79;533.18;1
NEOQUIMICA;02932074004260;DROGARIA NOVA;01.837.573/0001-37;2000.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARM.LIMOEIRENSE;05.677.976/0001-17;1016.07;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA SANTA TERESINHA III;17.259.132/0003-05;2295.77;1
HIDROLIGHT DO BRASIL S.A;08762826000280;AGAFARMA;05.255.399/0001-75;3000.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;TOTAL PLUS;07.641.734/0001-07;12026.50;2
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMA VITOR;19.789.052/0001-17;3013.60;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA DO ARCO;04.950.295/0001-18;2049.12;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;GELSUE NOBRE DO NASCIMENTO;30.878.218/0001-04;2346.48;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA TEND TUDO;31.367.577/0001-60;1068.76;1
EMS S/A;57507378000365;FARMA VITOR;19.789.052/0001-17;2335.91;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA ECONOMICA;43.461.866/0001-02;4009.12;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;SUPERMERCADO MORANGUINHO LTDA;11.659.770/0014-81;16373.59;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;JC COMERCIAL VAREJO LTDA;22.976.467/0001-04;7488.98;1
NATULAB LABORATORIO LTDA;02456955000183;FCIA POPULAR;12.365.566/0001-04;2641.00;1
NATULAB LABORATORIO LTDA;02456955000183;FARM.LIMOEIRENSE;05.677.976/0001-17;1500.00;1
BEBE SAUDE LTDA;02729687000550;FARMACIAS SUPER FARMA;09.317.243/0004-75;2381.55;1
NEOQUIMICA;02932074004260;DROGARIA MAGALHAES;43.226.958/0001-08;2245.85;1
GERMED FARMACEUTICA LTDA;45992062000165;FARMACIA NOGUEIRA;34.930.373/0001-83;5600.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA E DROGARIA VARGEMFARMA LTDA;26.456.995/0001-93;36.79;1
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGARIA FEITOSA;22.423.646/0001-14;19470.34;1
MILI S/A;78908266000205;MERCANTIL SAO TOME;08.306.166/0001-42;23108.00;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA UCHOA;06.058.877/0001-10;2031.72;1
NEOQUIMICA;02932074004260;FARMACIA MAIS SAUDE;21.257.136/0001-51;2091.63;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA + AMIGA;30.286.080/0001-54;14052.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA FONTENELE;17.795.891/0001-12;1094.44;1
NEOQUIMICA;02932074004260;LOJA 7;03.924.507/0001-20;48000.00;1
WELLA BRASIL LTDA;37374821000360;VAREJAO DOS COMPRIMIDOS MARTINS;25.007.294/0001-04;1000.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGARIA N.S APARECIDA;23.477.292/0001-53;4050.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS;28.530.912/0001-94;11940.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;HL COMERCIO DE MEDICAMENTOS LTDA;14.063.030/0001-51;3000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA AGUIAR;42.841.501/0001-40;7086.48;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;SLIM FARMA FARMACIA POPULAR LTDA EPP;45.308.377/0003-02;2816.85;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;B B BEZERRA & CIA LTDA-ME;05.625.651/0001-90;9926.00;1
SOFTYS BRASIL LTDA;44145845001112;VICENCIA FARMA;07.063.600/0001-48;26001.60;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;CEGIANE GESSICA A MONTEIRO ME;22.628.471/0001-81;1516.26;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CAUCAIA;02.908.324/0002-39;1500.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARM. OSWALDO CRUZ;05.718.218/0001-08;3370.92;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;JAGUARFARMA;10.926.725/0001-69;1193.10;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;DROGARIA FEITOSA;22.423.646/0001-14;35265.60;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;HL COMERCIO DE MEDICAMENTOS LTDA;14.063.030/0001-51;35000.00;1
EMS S/A;57507378000365;MARCIA JORDANA ARAUJO LIMA;30.376.426/0001-05;2360.34;1
NEOQUIMICA;02932074004260;FARMASUL;03.704.687/0002-15;6500.00;1
EMS S/A;57507378000365;CELSO FLORENTINO TEIXEIRA SOBRINHO;12.426.378/0001-30;1185.88;1
SOFTYS BRASIL LTDA;44145845001112;CUSTO POPULAR;52.938.266/0001-83;3348.36;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;B B BEZERRA & CIA LTDA-ME;05.625.651/0001-90;3911.58;1
EMS S/A;57507378000365;FARMACIA VITORIA;46.143.532/0003-40;1917.06;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;RICARDO DIAS CARDOSO;19.202.750/0001-74;1326.05;1
SOFTYS BRASIL LTDA;44145845001112;FARMANOVA;07.272.180/0002-90;2404.69;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA DO MIGUEL;07.987.257/0001-28;2206.39;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA PALESTINA;18.331.063/0001-96;2918.00;1
WELLA BRASIL LTDA;37374821000360;SUPERMERCADO  MORANGUINHO;11.659.770/0002-48;11000.00;1
NATULAB LABORATORIO LTDA;02456955000183;A E B COMERCIO DE PRODUTOS FA;19.664.293/0001-30;2011.06;1
NEOQUIMICA;02932074004260;LUCIANA SAMPAIO DIOGENES ROLIM ME;01.722.309/0002-39;1571.02;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA CONVIVA CAUCAIA;21.593.391/0003-37;620.00;1
TORRENT DO BRASIL LTDA;33078528000132;COMERCIAL DE MEDICAMENTOS SOLONOPOLE LTDA;28.843.195/0001-50;1025.68;1
WELLA BRASIL LTDA;37374821000360;FARMACIA SAO JOSE;23.578.040/0001-10;2000.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGARIA VICTORIA;09.159.275/0001-47;2700.00;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA SAO MIGUEL;15.601.070/0001-72;2433.00;1
SOFTYS BRASIL LTDA;44145845001112;FCIA BETEL 2;01.310.298/0001-07;2672.46;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA PADRE CICERO;08.601.302/0001-27;12016.96;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;VARGEMFARMA;45.416.600/0001-73;2098.25;1
NEOQUIMICA;02932074004260;DROGARIA UNIAO;26.536.947/0001-05;5032.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;BARBARA ANANDA COSTA CAMPOS AVELINO;41.176.485/0001-56;4051.62;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMACIA DO BAIRRO;10.144.229/0001-53;2666.20;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA REALCE;63.396.709/0001-78;214.68;1
TORRENT DO BRASIL LTDA;33078528000132;HIPER POPULAR DROGARIAS;47.872.238/0001-70;4397.76;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;TOUREIROFARMA;47.093.966/0002-65;5704.33;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;DROGARIA FRANCILIO FILIAL 2;07.159.873/0003-52;3666.96;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA SANTA TERESINHA III;17.259.132/0003-05;45589.00;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;DROG BEZERRA LEAL;03.107.399/0001-00;5418.35;1
NEOQUIMICA;02932074004260;HFARMA;48.171.919/0001-74;1106.40;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;DROGARIA FRANCILIO FILIAL 2;07.159.873/0003-52;10000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA GENTIL;06.039.028/0007-04;3327.16;1
NATULAB LABORATORIO LTDA;02456955000183;SUPERFARM POPULAR;26.012.717/0001-47;2165.14;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA SANTA TERESINHA;17.259.132/0001-35;3821.28;1
NATULAB LABORATORIO LTDA;02456955000183;DROGARIA BEM ESTAR;22.168.197/0001-05;1796.50;1
ACCUMED PROD MED HOSP LTDA;06105362000123;IBIFARMA COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES;40.839.940/0001-93;1569.26;1
TORRENT DO BRASIL LTDA;33078528000132;ECONOMIAFARMA;16.672.967/0014-74;6000.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;HAPFARMA;27.251.961/0001-25;1324.48;1
EMS S/A;57507378000365;FARMACIA DO TRABALHADOR BOM PRECO;29.140.844/0001-10;1021.40;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA MURILO FARMA;43.488.013/0001-64;15124.78;1
NEOQUIMICA;02932074004260;FCIA DO TRABALHADOR BAHIA;12.939.926/0001-26;32862.60;1
ACCUMED PROD MED HOSP LTDA;06105362000123;CEGIANE GESSICA A MONTEIRO ME;22.628.471/0001-81;1720.23;1
EMS S/A;57507378000365;DROGARIA MAGALHAES;43.226.958/0001-08;2100.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA PRECO BAIXO;36.240.411/0001-00;983.40;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA ESTILO;03.884.139/0001-33;1359.84;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;TOTAL PLUS PERNAMBUCO;07.641.734/0002-80;300000.00;2
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;R F GOMES DE MACEDO ME;09.661.482/0001-03;23686.08;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FERNANDES FARMA;30.530.910/0001-47;3331.00;1
GERMED FARMACEUTICA LTDA;45992062000165;FARMACIA THAMAR;06.009.206/0001-69;0.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMA POPULAR;45.388.185/0001-91;3367.69;1
EMS S/A;57507378000365;FARMACIA DONATO;23.573.561/0001-85;4600.84;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARM.ELTON;07.546.558/0001-16;3476.83;1
NEOQUIMICA;02932074004260;DROGARIA MULTIFARMA;08.821.782/0001-31;8138.83;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA TRABALHADOR DO NORDESTE;09.445.996/0001-13;4799.00;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA SAO JOSE;23.578.040/0001-10;4108.78;1
SOFTYS BRASIL LTDA;44145845001112;DROGARIA FARMANATO;26.843.356/0003-42;2404.69;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;ATENDBEM MATRIZ;05.531.235/0001-23;93255.53;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA POPULAR;41.032.272/0001-50;36199.78;1
ACCUMED PROD MED HOSP LTDA;06105362000123;SUPER PRECO BAIXO;45.918.277/0001-36;383.52;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;DROGARIA SAO JOSE;05.358.996/0001-25;8999.58;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CONVIVA;21.593.391/0002-56;3364.32;1
TORRENT DO BRASIL LTDA;33078528000132;FARM.SOLONOPOLES;10.505.394/0001-93;6428.08;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;VARGEMFARMA;45.416.600/0001-73;2805.80;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;DROGARIAS ULTRA POPULAR;31.318.368/0004-79;16677.80;1
NEOQUIMICA;02932074004260;FARMACIA BEM ESTAR;30.080.921/0001-72;1800.00;1
NEOQUIMICA;02932074004260;HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS;28.530.912/0001-94;150000.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA MURILO FARMA;43.488.013/0001-64;832.36;1
HYPERA PP E CH;02932074002801;FARMACIA PORTELA EIRELI;30.046.598/0001-10;4014.51;1
WELLA BRASIL LTDA;37374821000360;SUPERMERCADO MORAGUINHO;11.659.770/0012-10;3000.00;1
SOFTYS BRASIL LTDA;44145845001112;HYPER POPULAR;48.749.480/0001-14;6259.95;1
EMS S/A;57507378000365;HIPER POPULAR ARARI LTDA;45.161.463/0001-73;2204.16;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA PRO VIDA LJ 01 (MATRIZ);27.089.559/0001-96;1178.57;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;DROGARIA FROTA;00.721.237/0001-61;3168.91;1
GERMED FARMACEUTICA LTDA;45992062000165;FARMACIAS DO TRABALHADOR DO NORDESTE;38.347.975/0002-44;22000.00;1
EMS S/A;57507378000365;FARMACIA FARMAVIDA;10.981.849/0001-47;725.03;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA AVENIDA;16.625.643/0001-60;20885.12;2
NATULAB LABORATORIO LTDA;02456955000183;HIPER POPULAR DROGARIAS;32.811.520/0001-70;3939.48;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;VALOR BRASIL COMERCIO DE MEDICAMENTOS LTDA;56.023.441/0002-44;2110.47;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA SANFARMA;21.593.391/0001-75;620.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARM. OSWALDO CRUZ;05.718.218/0001-08;2018.00;1
MILI S/A;78908266000205;EXTRA SAO JOSE COMERCIO DE ALIMENTOS LTDA;04.441.266/0004-73;10393.94;1
GERMED FARMACEUTICA LTDA;45992062000165;FARMACIA CARIRI;02.646.629/0001-39;1689.00;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA AVENIDA;37.957.185/0003-07;15025.50;1
MILI S/A;78908266000205;FCO. ELTON APOLONIO MENDES FIL;07.546.558/0002-05;6530.32;1
SOFTYS BRASIL LTDA;44145845001112;HIPER POPULAR;20.212.541/0001-90;10398.72;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;DROGARIA FEITOSA;41.237.006/0001-64;3011.42;1
EMS S/A;57507378000365;DROGARIAS ULTRA POPULAR;05.074.681/0001-56;601.54;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;HIPER FARMA;37.199.738/0001-30;1585.00;1
GERMED FARMACEUTICA LTDA;45992062000165;DROGARIA RENDE MAIS ;41.388.399/0001-07;525.78;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA SAO BENTO ;34.974.448/0001-28;349.81;1
ACCUMED PROD MED HOSP LTDA;06105362000123;DROG BETEL 4;04.869.633/0001-91;974.66;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;AMERICA DROGARIAS 2;34.465.755/0002-64;1513.58;1
NEOQUIMICA;02932074004260;DROGARIA ULTRA POPULAR;31.637.134/0002-22;6468.78;1
SOFTYS BRASIL LTDA;44145845001112;DROGARIAS ULTRA POPULAR;10.783.115/0001-53;11377.10;1
NATULAB LABORATORIO LTDA;02456955000183;F NIKELLY PEREIRA DE ALMEIDA;28.266.053/0001-78;5551.50;1
SOFTYS BRASIL LTDA;44145845001112;DROGARIAS CAETES;09.564.733/0001-23;200000.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA GENTIL;06.039.028/0001-19;1025.64;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;DROGARIAS ULTRA POPULAR ;35.812.253/0003-06;8344.66;1
HIDROLIGHT DO BRASIL S.A;08762826000280;FARMACIA PROVIDA ( LOJA 07 );44.800.105/0001-09;534.75;1
HIDROLIGHT DO BRASIL S.A;08762826000280;FARMACIA SAO PEDRO;11.446.276/0001-14;2040.89;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;D DA SILVA RODRIGUES;42.992.871/0001-89;1611.36;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;DROGARIA SAO FRANCISCO;05.329.792/0001-66;500.90;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FCIA GENERICA DE TUT;15.251.322/0001-80;2058.80;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;BARBARA ANANDA COSTA CAMPOS AVELINO;41.176.485/0001-56;3726.46;1
NEOQUIMICA;02932074004260;FARMACIA MENOR PREÇO;08.662.214/0004-88;102000.00;1
NATULAB LABORATORIO LTDA;02456955000183;DROGARIA SAO FRANCISCO;07.130.347/0001-06;2057.11;1
ACCUMED PROD MED HOSP LTDA;06105362000123;CEFARMA;46.432.131/0001-49;4909.37;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;SERRANA FARMA;34.035.700/0002-14;1527.27;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;A C F MORORÓ;10.636.533/0001-18;1146.19;1
WELLA BRASIL LTDA;37374821000360;FARMACIA POPULAR CENTRAL 2;50.271.577/0001-06;2000.00;1
NATULAB LABORATORIO LTDA;02456955000183;DISK SAUDE;03.044.933/0001-79;1797.50;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;DROGARIA ULTRA POPULAR;31.637.134/0002-22;1067.35;1
NEOQUIMICA;02932074004260;LIBORIO & LIBORIO LTDA;21.257.136/0005-85;10800.00;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;DROGARIA DESCONTO;43.249.235/0001-24;1036.87;1
TORRENT DO BRASIL LTDA;33078528000132;DROGARIAS ULTRA POPULAR;46.838.837/0001-05;30.30;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;COMERCIAL DE MEDICAMENTOS SILVA LTDA;40.521.108/0001-44;1244.52;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA REALCE;63.396.709/0001-78;742.80;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;MERCANTIL OPCAO;63.494.694/0001-80;5542.32;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;NOSSA FARMACIA;06.886.605/0001-08;3344.95;1
NEOQUIMICA;02932074004260;DROGARIAS ULTRA POPULAR;46.838.837/0001-05;3735.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA JC;38.048.751/0001-50;1930.40;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA SUPER PRECO BAIXO;57.525.478/0001-52;983.40;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA DO TRABALHADOR POPULAR LTDA;00.137.640/0001-48;15450.90;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;FARMACIA FARMAVIDA;10.981.849/0001-47;235.13;1
NEOQUIMICA;02932074004260;BARATAO DOS COMPRIMIDOS COMERC;09.079.911/0001-20;62058.00;1
